order_id,created_at,customer_id,merchant_id,pickup_lat,pickup_lon,dropoff_lat,dropoff_lon,delivery_method,items_count,weight_kg,order_value_usd,currency,status,priority,pickup_address
o_000150,2026-02-23T19:52:11.387716+00:00,c_6577,m_32289060,-17.836016,31.042825,-17.777058,30.976232,motorcycle,3,6.6,54.48,USD,RAW,0,Restaurant 24
o_000151,2026-02-23T20:06:11.387716+00:00,c_8422,m_744ccee0,-17.812574,31.085557,-17.759322,31.156864,car,5,5.4,58.8,USD,RAW,0,Restaurant 17
o_000152,2026-02-23T19:27:11.387716+00:00,c_2795,m_e092a60c,-17.845278,31.013093,-17.819616,30.940037,car,2,4.7,8.01,USD,RAW,0,Restaurant 14
o_000153,2026-02-23T19:22:11.387716+00:00,c_9568,m_7c2f97a2,-17.807915,31.055598,-17.7477,30.986299,motorcycle,4,1.1,58.3,USD,RAW,0,Restaurant 20
o_000154,2026-02-23T19:34:11.387716+00:00,c_9675,m_12095ed3,-17.851467,31.089406,-17.840891,31.033213,motorcycle,2,7.1,38.56,USD,RAW,0,Restaurant 26
o_000155,2026-02-23T19:45:11.387716+00:00,c_4301,m_7c2f97a2,-17.807915,31.055598,-17.762133,30.997565,car,1,7.5,16.46,USD,RAW,0,Restaurant 20
o_000156,2026-02-23T19:29:11.387716+00:00,c_9317,m_5f3a65c1,-17.858136,31.060189,-17.898646,30.987546,motorcycle,2,4.3,6.49,USD,RAW,0,Restaurant 27
o_000157,2026-02-23T19:47:11.387716+00:00,c_9515,m_99d60443,-17.817112,31.006194,-17.891932,30.97536,car,3,2.9,52.7,USD,RAW,0,Restaurant 33
o_000158,2026-02-23T19:45:11.387716+00:00,c_9022,m_3c00bf0a,-17.826355,31.038803,-17.825304,30.979389,motorcycle,5,1.8,50.59,USD,RAW,0,Restaurant 39
o_000159,2026-02-23T19:20:11.387716+00:00,c_2882,m_bb329cae,-17.85212,31.010611,-17.803723,31.062394,motorcycle,2,5.5,56.71,USD,RAW,0,Restaurant 37
o_000160,2026-02-23T19:22:11.387716+00:00,c_1765,m_c0239d76,-17.798628,31.061797,-17.832547,31.110108,motorcycle,1,2.7,24.8,USD,RAW,0,Restaurant 13
o_000161,2026-02-23T19:25:11.387716+00:00,c_9519,m_29de0f24,-17.84429,31.023472,-17.905022,31.008884,motorcycle,3,6.2,35.19,USD,RAW,0,Restaurant 21
o_000162,2026-02-23T19:33:11.387716+00:00,c_8474,m_0e4ff2d0,-17.808527,31.0529,-17.755261,31.004608,car,4,7.1,12.09,USD,RAW,0,Restaurant 16
o_000163,2026-02-23T19:54:11.387716+00:00,c_1429,m_00afd979,-17.857909,31.045234,-17.91891,31.03519,motorcycle,5,5.5,10.27,USD,RAW,0,Restaurant 19
o_000164,2026-02-23T19:56:11.387716+00:00,c_5563,m_99d60443,-17.817112,31.006194,-17.889601,31.020377,car,4,1.4,29.11,USD,RAW,0,Restaurant 33
o_000165,2026-02-23T19:44:11.387716+00:00,c_6052,m_7c2f97a2,-17.807915,31.055598,-17.875148,31.008982,motorcycle,4,2.9,30.23,USD,RAW,0,Restaurant 20
o_000166,2026-02-23T19:41:11.387716+00:00,c_3461,m_7c2f97a2,-17.807915,31.055598,-17.850282,30.985715,motorcycle,4,5.1,27.44,USD,RAW,0,Restaurant 20
o_000167,2026-02-23T19:21:11.387716+00:00,c_8869,m_101c13a8,-17.798679,31.015788,-17.730053,31.06248,motorcycle,2,4.3,58.45,USD,RAW,0,Restaurant 28
o_000168,2026-02-23T19:53:11.387716+00:00,c_3294,m_744ccee0,-17.812574,31.085557,-17.809661,31.119961,car,1,6.5,19.11,USD,RAW,1,Restaurant 17
o_000169,2026-02-23T19:48:11.387716+00:00,c_1706,m_d0b4213e,-17.790382,31.070974,-17.735702,31.000237,motorcycle,2,5.5,57.79,USD,RAW,1,Restaurant 11
o_000170,2026-02-23T19:54:11.387716+00:00,c_9775,m_5f3a65c1,-17.858136,31.060189,-17.819758,30.98962,car,3,2.2,35.97,USD,RAW,0,Restaurant 27
o_000171,2026-02-23T19:34:11.387716+00:00,c_5698,m_f8670ce7,-17.779151,31.014264,-17.803926,30.974134,motorcycle,4,0.9,27.46,USD,RAW,0,Restaurant 2
o_000172,2026-02-23T19:54:11.387716+00:00,c_2957,m_5f3a65c1,-17.858136,31.060189,-17.810143,31.0912,motorcycle,3,7.0,20.17,USD,RAW,0,Restaurant 27
o_000173,2026-02-23T19:25:11.387716+00:00,c_2151,m_85c859e7,-17.818204,31.053733,-17.812621,31.128267,motorcycle,5,6.9,37.65,USD,RAW,0,Restaurant 32
o_000174,2026-02-23T19:36:11.387716+00:00,c_7819,m_d0b4213e,-17.790382,31.070974,-17.812057,31.013634,motorcycle,1,4.1,25.31,USD,RAW,0,Restaurant 11
o_000175,2026-02-23T19:54:11.387716+00:00,c_2458,m_5f81581f,-17.775717,31.100696,-17.705129,31.065958,motorcycle,1,4.2,59.57,USD,RAW,0,Restaurant 10
o_000176,2026-02-23T20:04:11.387716+00:00,c_7419,m_99d60443,-17.817112,31.006194,-17.79314,30.984747,motorcycle,2,7.6,51.65,USD,RAW,0,Restaurant 33
o_000177,2026-02-23T19:48:11.387716+00:00,c_8762,m_0e4ff2d0,-17.808527,31.0529,-17.780093,31.048653,motorcycle,2,1.7,53.55,USD,RAW,0,Restaurant 16
o_000178,2026-02-23T19:38:11.387716+00:00,c_3337,m_bb329cae,-17.85212,31.010611,-17.896174,31.025657,motorcycle,2,6.0,18.32,USD,RAW,0,Restaurant 37
o_000179,2026-02-23T19:45:11.387716+00:00,c_8305,m_7c2f97a2,-17.807915,31.055598,-17.882002,31.076805,motorcycle,4,2.8,49.39,USD,RAW,0,Restaurant 20
o_000180,2026-02-23T19:51:11.387716+00:00,c_7540,m_b7748eb6,-17.78783,31.065698,-17.806309,31.046668,motorcycle,4,0.7,45.83,USD,RAW,1,Restaurant 34
o_000181,2026-02-23T20:10:11.387716+00:00,c_4583,m_5648b3f0,-17.7955,31.081189,-17.81111,31.128468,motorcycle,1,6.6,33.52,USD,RAW,0,Restaurant 6
o_000182,2026-02-23T19:54:11.387716+00:00,c_4684,m_d6bd3430,-17.805394,31.047474,-17.807016,31.069765,motorcycle,2,2.6,19.57,USD,RAW,1,Restaurant 15
o_000183,2026-02-23T19:32:11.387716+00:00,c_9895,m_ca098a15,-17.852305,31.07133,-17.780677,31.117645,motorcycle,4,2.9,15.03,USD,RAW,0,Restaurant 25
o_000184,2026-02-23T19:28:11.387716+00:00,c_5202,m_c0239d76,-17.798628,31.061797,-17.820954,30.985691,motorcycle,4,7.3,45.77,USD,RAW,1,Restaurant 13
o_000185,2026-02-23T20:03:11.387716+00:00,c_7801,m_c8470af9,-17.814399,31.069554,-17.805505,31.004236,motorcycle,3,2.4,37.56,USD,RAW,0,Restaurant 12
o_000186,2026-02-23T19:35:11.387716+00:00,c_1248,m_a066eaf9,-17.857506,31.013548,-17.782204,30.967955,car,2,3.9,28.2,USD,RAW,0,Restaurant 4
o_000187,2026-02-23T19:58:11.387716+00:00,c_3919,m_744ccee0,-17.812574,31.085557,-17.836473,31.098168,motorcycle,4,7.1,16.23,USD,RAW,0,Restaurant 17
o_000188,2026-02-23T19:40:11.387716+00:00,c_1596,m_0e4ff2d0,-17.808527,31.0529,-17.842781,31.029825,motorcycle,3,5.8,29.66,USD,RAW,0,Restaurant 16
o_000189,2026-02-23T19:32:11.387716+00:00,c_5686,m_7c2f97a2,-17.807915,31.055598,-17.780811,31.120352,motorcycle,3,5.5,7.29,USD,RAW,0,Restaurant 20
o_000190,2026-02-23T20:07:11.387716+00:00,c_4289,m_744ccee0,-17.812574,31.085557,-17.824202,31.157119,car,3,4.3,27.57,USD,RAW,0,Restaurant 17
o_000191,2026-02-23T19:17:11.387716+00:00,c_3546,m_e490e5b1,-17.777103,31.030462,-17.738919,31.04234,motorcycle,2,7.5,17.95,USD,RAW,0,Restaurant 36
o_000192,2026-02-23T19:51:11.387716+00:00,c_9343,m_e092a60c,-17.845278,31.013093,-17.90514,30.976062,motorcycle,2,6.2,29.74,USD,RAW,0,Restaurant 14
o_000193,2026-02-23T20:06:11.387716+00:00,c_3118,m_5648b3f0,-17.7955,31.081189,-17.759314,31.133438,motorcycle,4,5.4,11.68,USD,RAW,1,Restaurant 6
o_000194,2026-02-23T19:55:11.387716+00:00,c_9460,m_d6bd3430,-17.805394,31.047474,-17.773044,30.994001,motorcycle,5,7.7,32.86,USD,RAW,0,Restaurant 15
o_000195,2026-02-23T19:14:11.387716+00:00,c_2326,m_29de0f24,-17.84429,31.023472,-17.86259,31.087958,motorcycle,5,4.8,33.74,USD,RAW,0,Restaurant 21
o_000196,2026-02-23T19:19:11.387716+00:00,c_3255,m_744ccee0,-17.812574,31.085557,-17.794178,31.158535,motorcycle,3,4.0,17.94,USD,RAW,0,Restaurant 17
o_000197,2026-02-23T19:54:11.387716+00:00,c_3642,m_39c08352,-17.866952,31.004324,-17.938887,31.020334,motorcycle,5,1.8,50.45,USD,RAW,0,Restaurant 35
o_000198,2026-02-23T19:32:11.387716+00:00,c_4437,m_e490e5b1,-17.777103,31.030462,-17.83336,31.059578,motorcycle,3,6.4,58.55,USD,RAW,0,Restaurant 36
o_000199,2026-02-23T19:33:11.387716+00:00,c_7664,m_04991748,-17.864421,31.068484,-17.829952,31.052796,motorcycle,2,6.0,34.03,USD,RAW,0,Restaurant 31
o_000200,2026-02-23T19:36:11.387716+00:00,c_5132,m_d0b4213e,-17.790382,31.070974,-17.845937,31.035103,motorcycle,3,7.2,13.51,USD,RAW,0,Restaurant 11
o_000201,2026-02-23T19:38:11.387716+00:00,c_5463,m_6064c7e6,-17.818828,31.08103,-17.753465,31.003976,motorcycle,5,5.8,48.81,USD,RAW,0,Restaurant 29
o_000202,2026-02-23T20:03:11.387716+00:00,c_4660,m_99d60443,-17.817112,31.006194,-17.738657,31.006808,car,1,2.1,17.19,USD,RAW,0,Restaurant 33
o_000203,2026-02-23T19:38:11.387716+00:00,c_5437,m_5f81581f,-17.775717,31.100696,-17.731855,31.05825,motorcycle,3,6.1,33.52,USD,RAW,0,Restaurant 10
o_000204,2026-02-23T19:15:11.387716+00:00,c_4027,m_bb329cae,-17.85212,31.010611,-17.835807,31.018855,motorcycle,2,5.7,29.14,USD,RAW,0,Restaurant 37
o_000205,2026-02-23T19:17:11.387716+00:00,c_5830,m_39c08352,-17.866952,31.004324,-17.860677,30.98455,motorcycle,4,3.1,21.57,USD,RAW,0,Restaurant 35
o_000206,2026-02-23T19:36:11.387716+00:00,c_7328,m_00afd979,-17.857909,31.045234,-17.919204,31.009928,motorcycle,4,2.8,28.58,USD,RAW,0,Restaurant 19
o_000207,2026-02-23T19:34:11.387716+00:00,c_4433,m_32289060,-17.836016,31.042825,-17.849498,31.04117,car,4,6.5,12.3,USD,RAW,0,Restaurant 24
o_000208,2026-02-23T20:01:11.387716+00:00,c_3951,m_e490e5b1,-17.777103,31.030462,-17.756346,30.985768,motorcycle,1,4.1,9.42,USD,RAW,0,Restaurant 36
o_000209,2026-02-23T20:05:11.387716+00:00,c_8729,m_0e4ff2d0,-17.808527,31.0529,-17.793769,31.009778,motorcycle,5,6.2,28.33,USD,RAW,0,Restaurant 16
o_000210,2026-02-23T19:24:11.387716+00:00,c_1827,m_0e4ff2d0,-17.808527,31.0529,-17.84951,31.090748,motorcycle,1,6.1,29.5,USD,RAW,0,Restaurant 16
o_000211,2026-02-23T19:23:11.387716+00:00,c_2799,m_1c6a02ff,-17.823933,31.081858,-17.809449,31.04286,motorcycle,1,7.5,59.02,USD,RAW,0,Restaurant 18
o_000212,2026-02-23T20:11:11.387716+00:00,c_1502,m_744ccee0,-17.812574,31.085557,-17.877491,31.020236,motorcycle,5,5.4,36.97,USD,RAW,0,Restaurant 17
o_000213,2026-02-23T19:43:11.387716+00:00,c_2407,m_744ccee0,-17.812574,31.085557,-17.816559,31.165158,motorcycle,4,6.9,21.95,USD,RAW,0,Restaurant 17
o_000214,2026-02-23T19:28:11.387716+00:00,c_7646,m_644e4554,-17.864093,31.094643,-17.856482,31.08714,motorcycle,2,1.4,55.34,USD,RAW,0,Restaurant 1
o_000215,2026-02-23T19:51:11.387716+00:00,c_1268,m_5648b3f0,-17.7955,31.081189,-17.835039,31.147966,motorcycle,2,2.6,45.06,USD,RAW,0,Restaurant 6
o_000216,2026-02-23T19:14:11.387716+00:00,c_9414,m_c8470af9,-17.814399,31.069554,-17.755799,31.142514,car,4,0.9,20.07,USD,RAW,0,Restaurant 12
o_000217,2026-02-23T19:34:11.387716+00:00,c_9094,m_cc3e74e9,-17.82413,31.022554,-17.781915,31.045107,car,1,7.6,7.43,USD,RAW,0,Restaurant 30
o_000218,2026-02-23T20:08:11.387716+00:00,c_7048,m_b7748eb6,-17.78783,31.065698,-17.859761,31.00656,car,2,2.5,12.63,USD,RAW,0,Restaurant 34
o_000219,2026-02-23T19:53:11.387716+00:00,c_7411,m_cc3e74e9,-17.82413,31.022554,-17.751917,31.061681,car,4,1.8,26.73,USD,RAW,0,Restaurant 30
o_000220,2026-02-23T19:24:11.387716+00:00,c_4635,m_6064c7e6,-17.818828,31.08103,-17.875622,31.106193,motorcycle,5,4.8,19.02,USD,RAW,0,Restaurant 29
o_000221,2026-02-23T19:30:11.387716+00:00,c_9412,m_1c6a02ff,-17.823933,31.081858,-17.885819,31.150993,motorcycle,5,4.7,18.47,USD,RAW,0,Restaurant 18
o_000222,2026-02-23T19:46:11.387716+00:00,c_2208,m_cc3e74e9,-17.82413,31.022554,-17.853309,31.059619,motorcycle,5,7.7,25.17,USD,RAW,0,Restaurant 30
o_000223,2026-02-23T20:11:11.387716+00:00,c_5850,m_f8670ce7,-17.779151,31.014264,-17.699916,31.006953,motorcycle,5,3.2,40.2,USD,RAW,1,Restaurant 2
o_000224,2026-02-23T19:27:11.387716+00:00,c_8837,m_39c08352,-17.866952,31.004324,-17.827515,31.020712,car,2,2.0,45.21,USD,RAW,0,Restaurant 35
o_000225,2026-02-23T20:11:11.387716+00:00,c_7114,m_5648b3f0,-17.7955,31.081189,-17.73291,31.111147,motorcycle,5,3.8,29.46,USD,RAW,0,Restaurant 6
o_000226,2026-02-23T19:59:11.387716+00:00,c_6829,m_e0f744d1,-17.816355,31.041408,-17.841306,31.092875,motorcycle,1,1.1,13.12,USD,RAW,0,Restaurant 38
o_000227,2026-02-23T19:35:11.387716+00:00,c_6696,m_12095ed3,-17.851467,31.089406,-17.789211,31.134958,motorcycle,3,2.7,7.96,USD,RAW,0,Restaurant 26
o_000228,2026-02-23T20:02:11.387716+00:00,c_5020,m_e0f744d1,-17.816355,31.041408,-17.892691,31.052833,motorcycle,4,1.2,35.27,USD,RAW,0,Restaurant 38
o_000229,2026-02-23T19:20:11.387716+00:00,c_3855,m_03b2bb12,-17.784561,31.051658,-17.730054,31.063098,motorcycle,5,6.1,21.91,USD,RAW,0,Restaurant 5
o_000230,2026-02-23T19:48:11.387716+00:00,c_8875,m_85c859e7,-17.818204,31.053733,-17.823546,30.974577,motorcycle,3,1.3,5.42,USD,RAW,0,Restaurant 32
o_000231,2026-02-23T19:43:11.387716+00:00,c_8935,m_838fa36b,-17.803645,31.030746,-17.840289,30.96455,car,4,7.9,46.59,USD,RAW,0,Restaurant 9
o_000232,2026-02-23T19:14:11.387716+00:00,c_2524,m_5f81581f,-17.775717,31.100696,-17.723555,31.058494,motorcycle,1,2.2,28.75,USD,RAW,0,Restaurant 10
o_000233,2026-02-23T19:44:11.387716+00:00,c_3145,m_cc3e74e9,-17.82413,31.022554,-17.842719,30.99658,motorcycle,3,2.4,29.28,USD,RAW,0,Restaurant 30
o_000234,2026-02-23T19:52:11.387716+00:00,c_6557,m_d6228cc2,-17.808736,31.022907,-17.874191,31.087131,motorcycle,2,4.0,52.95,USD,RAW,1,Restaurant 7
o_000235,2026-02-23T19:24:11.387716+00:00,c_9897,m_5f81581f,-17.775717,31.100696,-17.833351,31.037101,motorcycle,4,1.5,46.85,USD,RAW,0,Restaurant 10
o_000236,2026-02-23T19:38:11.387716+00:00,c_8153,m_39c08352,-17.866952,31.004324,-17.849222,30.964052,car,5,2.3,37.95,USD,RAW,0,Restaurant 35
o_000237,2026-02-23T19:30:11.387716+00:00,c_3822,m_39c08352,-17.866952,31.004324,-17.93272,31.050371,motorcycle,5,7.7,55.2,USD,RAW,0,Restaurant 35
o_000238,2026-02-23T19:39:11.387716+00:00,c_7505,m_dd53adad,-17.78651,31.048688,-17.753814,31.119674,motorcycle,1,2.3,11.92,USD,RAW,0,Restaurant 3
o_000239,2026-02-23T20:01:11.387716+00:00,c_2463,m_1c6a02ff,-17.823933,31.081858,-17.784808,31.087253,motorcycle,1,5.9,12.53,USD,RAW,0,Restaurant 18
o_000240,2026-02-23T19:57:11.387716+00:00,c_3018,m_5648b3f0,-17.7955,31.081189,-17.848545,31.008186,motorcycle,5,0.8,37.15,USD,RAW,0,Restaurant 6
o_000241,2026-02-23T19:23:11.387716+00:00,c_9778,m_644e4554,-17.864093,31.094643,-17.812371,31.135925,car,4,5.7,44.17,USD,RAW,0,Restaurant 1
o_000242,2026-02-23T19:27:11.387716+00:00,c_2490,m_e95f06c0,-17.800911,31.076042,-17.832971,31.081975,car,2,7.1,55.51,USD,RAW,0,Restaurant 8
o_000243,2026-02-23T20:11:11.387716+00:00,c_9034,m_c0239d76,-17.798628,31.061797,-17.791487,31.031801,motorcycle,3,8.0,58.79,USD,RAW,0,Restaurant 13
o_000244,2026-02-23T19:24:11.387716+00:00,c_6491,m_bb329cae,-17.85212,31.010611,-17.852756,30.963237,motorcycle,5,5.9,46.49,USD,RAW,0,Restaurant 37
o_000245,2026-02-23T19:34:11.387716+00:00,c_7391,m_00afd979,-17.857909,31.045234,-17.865571,30.996939,motorcycle,4,1.7,50.99,USD,RAW,0,Restaurant 19
o_000246,2026-02-23T19:25:11.387716+00:00,c_3618,m_644e4554,-17.864093,31.094643,-17.876393,31.048925,motorcycle,3,4.7,59.23,USD,RAW,0,Restaurant 1
o_000247,2026-02-23T19:14:11.387716+00:00,c_2095,m_3c00bf0a,-17.826355,31.038803,-17.748852,31.037837,motorcycle,4,4.7,45.81,USD,RAW,0,Restaurant 39
o_000248,2026-02-23T19:21:11.387716+00:00,c_2328,m_32289060,-17.836016,31.042825,-17.82839,31.071058,motorcycle,4,4.5,48.38,USD,RAW,0,Restaurant 24
o_000249,2026-02-23T19:41:11.387716+00:00,c_2770,m_04991748,-17.864421,31.068484,-17.872966,31.074353,motorcycle,4,3.9,40.64,USD,RAW,0,Restaurant 31
o_000250,2026-02-23T20:03:11.387716+00:00,c_6273,m_5f81581f,-17.775717,31.100696,-17.855414,31.173058,motorcycle,1,3.5,22.58,USD,RAW,0,Restaurant 10
o_000251,2026-02-23T19:47:11.387716+00:00,c_5468,m_51398e90,-17.860748,31.072302,-17.890963,31.007367,motorcycle,3,3.1,23.11,USD,RAW,0,Restaurant 23
o_000252,2026-02-23T19:28:11.387716+00:00,c_2067,m_1c6a02ff,-17.823933,31.081858,-17.842983,31.015161,motorcycle,1,2.6,25.36,USD,RAW,0,Restaurant 18
o_000253,2026-02-23T19:43:11.387716+00:00,c_2007,m_85c859e7,-17.818204,31.053733,-17.783477,31.08823,motorcycle,3,7.2,23.44,USD,RAW,0,Restaurant 32
o_000254,2026-02-23T19:20:11.387716+00:00,c_3290,m_ca098a15,-17.852305,31.07133,-17.807361,31.136029,motorcycle,1,7.6,38.05,USD,RAW,0,Restaurant 25
o_000255,2026-02-23T20:07:11.387716+00:00,c_9573,m_0e4ff2d0,-17.808527,31.0529,-17.78806,31.07799,car,1,2.4,52.84,USD,RAW,0,Restaurant 16
o_000256,2026-02-23T19:13:11.387716+00:00,c_8043,m_c8470af9,-17.814399,31.069554,-17.81234,31.048007,motorcycle,3,4.7,40.54,USD,RAW,0,Restaurant 12
o_000257,2026-02-23T19:21:11.387716+00:00,c_1536,m_5f81581f,-17.775717,31.100696,-17.723054,31.120813,motorcycle,5,7.9,31.02,USD,RAW,0,Restaurant 10
o_000258,2026-02-23T19:32:11.387716+00:00,c_9086,m_04991748,-17.864421,31.068484,-17.880764,31.080015,motorcycle,5,4.0,57.76,USD,RAW,0,Restaurant 31
o_000259,2026-02-23T19:43:11.387716+00:00,c_2458,m_e95f06c0,-17.800911,31.076042,-17.794732,31.003993,car,2,5.2,45.06,USD,RAW,0,Restaurant 8
o_000260,2026-02-23T19:26:11.387716+00:00,c_3933,m_d6228cc2,-17.808736,31.022907,-17.730133,31.090765,car,2,5.7,50.04,USD,RAW,0,Restaurant 7
o_000261,2026-02-23T19:26:11.387716+00:00,c_8658,m_e95f06c0,-17.800911,31.076042,-17.795473,31.087903,car,3,4.6,49.09,USD,RAW,1,Restaurant 8
o_000262,2026-02-23T20:01:11.387716+00:00,c_3241,m_39c08352,-17.866952,31.004324,-17.884996,31.040108,motorcycle,2,3.7,5.89,USD,RAW,0,Restaurant 35
o_000263,2026-02-23T19:25:11.387716+00:00,c_6734,m_f8670ce7,-17.779151,31.014264,-17.75475,31.087189,car,4,0.5,53.72,USD,RAW,0,Restaurant 2
o_000264,2026-02-23T20:04:11.387716+00:00,c_4363,m_12095ed3,-17.851467,31.089406,-17.777994,31.149934,motorcycle,5,0.7,23.55,USD,RAW,1,Restaurant 26
o_000265,2026-02-23T19:54:11.387716+00:00,c_5417,m_c8470af9,-17.814399,31.069554,-17.821826,31.079597,car,3,2.8,9.58,USD,RAW,0,Restaurant 12
o_000266,2026-02-23T19:49:11.387716+00:00,c_6613,m_32289060,-17.836016,31.042825,-17.776841,30.995326,motorcycle,2,4.9,47.98,USD,RAW,0,Restaurant 24
o_000267,2026-02-23T19:53:11.387716+00:00,c_6066,m_d6228cc2,-17.808736,31.022907,-17.831601,31.061233,motorcycle,5,1.6,50.5,USD,RAW,0,Restaurant 7
o_000268,2026-02-23T20:10:11.387716+00:00,c_6309,m_5f81581f,-17.775717,31.100696,-17.773294,31.091133,motorcycle,1,2.9,23.63,USD,RAW,0,Restaurant 10
o_000269,2026-02-23T20:09:11.387716+00:00,c_7160,m_cc3e74e9,-17.82413,31.022554,-17.770876,31.001327,motorcycle,3,5.9,27.73,USD,RAW,0,Restaurant 30
o_000270,2026-02-23T19:32:11.387716+00:00,c_1901,m_32289060,-17.836016,31.042825,-17.866955,31.01865,car,4,3.1,17.17,USD,RAW,0,Restaurant 24
o_000271,2026-02-23T19:50:11.387716+00:00,c_3886,m_00afd979,-17.857909,31.045234,-17.816776,30.967151,motorcycle,2,2.2,32.33,USD,RAW,0,Restaurant 19
o_000272,2026-02-23T19:19:11.387716+00:00,c_7875,m_7c2f97a2,-17.807915,31.055598,-17.793407,31.004967,motorcycle,2,1.1,36.6,USD,RAW,0,Restaurant 20
o_000273,2026-02-23T19:25:11.387716+00:00,c_6136,m_6064c7e6,-17.818828,31.08103,-17.741888,31.091064,motorcycle,2,7.0,55.19,USD,RAW,1,Restaurant 29
o_000274,2026-02-23T19:34:11.387716+00:00,c_7542,m_32289060,-17.836016,31.042825,-17.894131,31.085122,car,3,2.4,56.71,USD,RAW,0,Restaurant 24
o_000275,2026-02-23T19:27:11.387716+00:00,c_2054,m_ca098a15,-17.852305,31.07133,-17.815533,31.01157,motorcycle,5,4.1,30.52,USD,RAW,0,Restaurant 25
o_000276,2026-02-23T19:38:11.387716+00:00,c_1786,m_0e4ff2d0,-17.808527,31.0529,-17.858997,31.113872,motorcycle,4,2.1,20.1,USD,RAW,0,Restaurant 16
o_000277,2026-02-23T19:32:11.387716+00:00,c_2409,m_c0239d76,-17.798628,31.061797,-17.75986,31.131701,motorcycle,3,6.1,16.19,USD,RAW,0,Restaurant 13
o_000278,2026-02-23T19:36:11.387716+00:00,c_1460,m_0fa65dfb,-17.814282,31.041538,-17.880433,31.026547,motorcycle,4,1.8,18.07,USD,RAW,0,Restaurant 22
o_000279,2026-02-23T19:43:11.387716+00:00,c_5139,m_0e4ff2d0,-17.808527,31.0529,-17.802707,31.008593,motorcycle,5,3.1,46.38,USD,RAW,0,Restaurant 16
o_000280,2026-02-23T19:27:11.387716+00:00,c_5231,m_5f3a65c1,-17.858136,31.060189,-17.884554,31.107472,motorcycle,5,0.7,12.96,USD,RAW,0,Restaurant 27
o_000281,2026-02-23T19:17:11.387716+00:00,c_7096,m_e490e5b1,-17.777103,31.030462,-17.832555,31.070093,motorcycle,3,1.5,6.95,USD,RAW,0,Restaurant 36
o_000282,2026-02-23T19:57:11.387716+00:00,c_9392,m_d6228cc2,-17.808736,31.022907,-17.772486,31.085492,motorcycle,3,5.9,9.7,USD,RAW,0,Restaurant 7
o_000283,2026-02-23T19:35:11.387716+00:00,c_5830,m_04991748,-17.864421,31.068484,-17.88124,31.117294,motorcycle,5,7.2,11.0,USD,RAW,0,Restaurant 31
o_000284,2026-02-23T19:18:11.387716+00:00,c_8729,m_744ccee0,-17.812574,31.085557,-17.862342,31.05955,car,4,1.8,40.69,USD,RAW,0,Restaurant 17
o_000285,2026-02-23T19:34:11.387716+00:00,c_1309,m_04991748,-17.864421,31.068484,-17.858095,31.008312,car,4,2.3,29.18,USD,RAW,0,Restaurant 31
o_000286,2026-02-23T19:16:11.387716+00:00,c_4306,m_a066eaf9,-17.857506,31.013548,-17.820335,30.981967,motorcycle,3,6.8,14.3,USD,RAW,0,Restaurant 4
o_000287,2026-02-23T19:30:11.387716+00:00,c_8057,m_a066eaf9,-17.857506,31.013548,-17.891396,30.954858,motorcycle,4,4.3,44.81,USD,RAW,0,Restaurant 4
o_000288,2026-02-23T19:47:11.387716+00:00,c_1752,m_e092a60c,-17.845278,31.013093,-17.923087,31.07601,motorcycle,4,8.0,45.85,USD,RAW,1,Restaurant 14
o_000289,2026-02-23T20:07:11.387716+00:00,c_5054,m_39c08352,-17.866952,31.004324,-17.798904,30.987434,motorcycle,2,6.5,7.79,USD,RAW,0,Restaurant 35
o_000290,2026-02-23T19:49:11.387716+00:00,c_5274,m_12095ed3,-17.851467,31.089406,-17.875368,31.14818,motorcycle,4,1.4,7.97,USD,RAW,0,Restaurant 26
o_000291,2026-02-23T20:01:11.387716+00:00,c_5371,m_f8670ce7,-17.779151,31.014264,-17.795912,31.036278,car,3,6.9,53.72,USD,RAW,0,Restaurant 2
o_000292,2026-02-23T19:45:11.387716+00:00,c_6400,m_e0f744d1,-17.816355,31.041408,-17.81657,31.06655,car,3,3.3,30.75,USD,RAW,0,Restaurant 38
o_000293,2026-02-23T19:29:11.387716+00:00,c_7464,m_e490e5b1,-17.777103,31.030462,-17.731885,31.008238,motorcycle,4,7.0,36.6,USD,RAW,0,Restaurant 36
o_000294,2026-02-23T19:27:11.387716+00:00,c_2528,m_5f81581f,-17.775717,31.100696,-17.789014,31.123013,motorcycle,5,5.4,48.15,USD,RAW,0,Restaurant 10
o_000295,2026-02-23T19:30:11.387716+00:00,c_8378,m_7c2f97a2,-17.807915,31.055598,-17.801619,31.054111,car,5,2.7,28.76,USD,RAW,0,Restaurant 20
o_000296,2026-02-23T20:03:11.387716+00:00,c_9742,m_c0239d76,-17.798628,31.061797,-17.846591,31.080554,car,5,5.2,9.63,USD,RAW,0,Restaurant 13
o_000297,2026-02-23T19:56:11.387716+00:00,c_8009,m_e490e5b1,-17.777103,31.030462,-17.734336,31.084191,motorcycle,4,5.4,16.24,USD,RAW,0,Restaurant 36
o_000298,2026-02-23T19:56:11.387716+00:00,c_7204,m_03b2bb12,-17.784561,31.051658,-17.832838,31.083345,car,5,1.2,30.36,USD,RAW,0,Restaurant 5
o_000299,2026-02-23T20:11:11.387716+00:00,c_6064,m_b7748eb6,-17.78783,31.065698,-17.756479,31.056996,motorcycle,5,4.9,50.02,USD,RAW,0,Restaurant 34
